track_id,artist_id,track_name,album_name,genre,release_date,release_year,duration_ms,explicit,popularity,popularity_tier
TRK68A1B8DD60,ART0082,Lonely Heart,Crimson Dreams,rnb,2024-01-23,2024,169316.0,False,34.1,Niche
TRKE782AB2745,ART0025,Sunday Gold,Velvet Hearts,rnb,2024-12-11,2024,168589.0,False,29.0,Niche
TRK6AA2E41A4F,ART0125,Wildfire Signal,Wild Tapes,kpop,2021-04-01,2021,186497.0,False,36.1,Niche
TRKA106091B47,ART0077,Sunday Signal,Faded Hearts,metal,2022-12-24,2022,243694.0,True,12.7,Flop
TRK80E7284B5F,ART0021,Velvet Glow,Echo Streets,latin,2021-01-15,2021,231369.0,True,31.1,Niche
TRKCA84E4C1A4,ART0043,Fever Glow,Midnight Skies,hip_hop,2024-03-23,2024,242194.0,True,42.1,Mid
TRK159CBEAE3D,ART0049,Lonely Heart,Echo Lights,pop,2024-06-08,2024,209003.0,False,21.3,Niche
TRKAD2179F7D2,ART0010,Fever Rain,Glass Tapes,rock,2022-11-14,2022,197246.0,True,30.3,Niche
TRK6B48190E2E,ART0115,Aftertaste Rain,Velvet Shadows,metal,2021-11-23,2021,187304.0,False,14.3,Flop
TRK1F50722CBF,ART0100,Velvet Fire,Neon Lights,classical,2025-12-01,2025,211075.0,False,14.2,Flop
TRK79E6FB6B3B,ART0130,Paper Tape,Ember Nights,kpop,2023-11-06,2023,194594.0,False,42.0,Mid
TRKE6D3D6E299,ART0088,Fever Blue,Broken Shadows,rock,2020-06-21,2020,212530.0,False,30.0,Niche
TRK219E1357B8,ART0049,Sunday Ghost,Wild Tapes,pop,2022-07-29,2022,176295.0,True,30.2,Niche
TRKC91478E9AA,ART0078,Gravity Motion,Echo Tapes,country,2025-03-11,2025,188806.0,False,27.5,Niche
TRKC607417583,ART0116,Skyline Lights,Paper Roses,rock,2023-09-05,2023,231615.0,False,26.6,Niche
TRK23F71D473A,ART0022,Overdrive Static,Static Tapes,classical,2022-09-06,2022,215969.0,False,0.0,Flop
TRK4A3FE8A07A,ART0001,Sunday Tape,Broken Rivers,lofi,2024-10-10,2024,142592.0,False,46.5,Mid
TRK33640A0AA4,ART0076,Sunday Fire,Faded Roses,metal,2023-03-14,2023,220444.0,True,27.6,Niche
TRKC42064EF14,ART0128,Lonely Blue,Electric Streets,jazz,2024-03-04,2024,195072.0,False,11.3,Flop
TRK740B01B090,ART0075,Runaway Lights,Crimson Bones,country,2026-10-17,2026,183950.0,False,45.5,Mid
TRK97DAA6D2B7,ART0002,Runaway Glow,Midnight Ashes,rnb,2020-10-11,2020,174878.0,False,31.2,Niche
TRK58FE16F664,ART0026,Skyline Bones,Electric Tapes,indie,2021-10-27,2021,181027.0,False,15.3,Flop
TRKF4E00BF1F3,ART0031,Sunday Dust,Wild Horizon,latin,2022-06-09,2022,255766.0,False,18.6,Flop
TRK2FEC5FBC14,ART0122,Slowburn Signal,Faded Shadows,pop,2023-03-17,2023,192948.0,False,29.7,Niche
TRK0A65967034,ART0129,Wildfire Lights,Midnight Roses,metal,2020-10-23,2020,183691.0,False,27.1,Niche
TRKB67689946F,ART0077,Runaway Bones,Faded Hearts,metal,2026-10-20,2026,270777.0,False,1.4,Flop
TRKE196099913,ART0126,Overdrive Bones,Midnight Bones,indie,2022-11-17,2022,152227.0,False,26.9,Niche
TRKA99F104452,ART0082,Gravity Signal,Ember Streets,rnb,2025-09-05,2025,193206.0,False,51.8,Mid
TRK0B5D1B1890,ART0082,Wildfire Gold,Ember Streets,rnb,2024-03-28,2024,206743.0,False,49.0,Mid
TRK3B14575379,ART0130,Aftertaste Tape,Ember Nights,kpop,2020-11-15,2020,173081.0,False,20.8,Niche
TRKE14C6836A5,ART0045,Lonely Gold,Glass Hearts,country,2026-05-27,2026,170084.0,True,39.6,Niche
TRK0399A6A2CA,ART0118,Gravity Lights,Static Signals,metal,2021-03-02,2021,164381.0,False,13.3,Flop
TRK6687680172,ART0014,Runaway Ghost,Static Dreams,rnb,2025-10-14,2025,197474.0,False,33.3,Niche
TRK04009C9058,ART0008,Runaway Lights,Static Streets,latin,2024-11-10,2024,212638.0,False,48.9,Mid
TRK522C803742,ART0097,Lonely Motion,Silent Static,kpop,2022-10-27,2022,149838.0,False,20.7,Niche
TRK7335E5EAF4,ART0112,Static Lights,Velvet Waves,jazz,2024-05-27,2024,180307.0,False,11.6,Flop
TRK53E0D98565,ART0002,Paper Dust,Midnight Ashes,rnb,2023-01-05,2023,235497.0,False,30.2,Niche
TRK65320F78F2,ART0002,Echoes Heart,Hollow Horizon,rnb,2021-12-19,2021,112069.0,False,25.2,Niche
TRK5E1F5A28CD,ART0118,Neon Gold,Static Signals,metal,2025-02-04,2025,164112.0,False,14.7,Flop
TRK5599341643,ART0078,Lonely Glow,Echo Tapes,country,2023-03-24,2023,164058.0,False,22.4,Niche
TRK5AC8A12E7E,ART0018,Aftertaste Bones,Electric Tapes,edm,2026-10-08,2026,180965.0,False,34.1,Niche
TRK4296E00B96,ART0073,Lonely Gold,Echo Tapes,latin,2022-08-29,2022,208723.0,False,44.8,Mid
TRK10F01437D0,ART0050,Paper Fire,Silent Dreams,rock,2021-10-05,2021,254287.0,True,35.4,Niche
TRKC189748927,ART0068,Velvet Lights,Crimson Streets,hip_hop,2021-05-14,2021,243335.0,False,44.9,Mid
TRK458F1D79BB,ART0015,Runaway Gold,Hollow Skies,hip_hop,2021-01-30,2021,201093.0,True,45.4,Mid
TRKF6D09FA1DA,ART0046,Neon Tape,Silent Static,rnb,2025-01-23,2025,221086.0,False,20.4,Niche
TRK0154179C09,ART0106,Skyline Static,Velvet Signals,metal,2020-09-18,2020,141920.0,True,9.7,Flop
TRK354DB2776F,ART0127,Paper Tape,Broken Horizon,hip_hop,2023-12-26,2023,146588.0,False,22.1,Niche
TRK105AC61C0E,ART0064,Wildfire Static,Wild Shadows,classical,2024-05-07,2024,224251.0,False,37.5,Niche
TRK6C331B658A,ART0050,Wildfire Ghost,Silent Dreams,rock,2021-11-07,2021,230309.0,True,43.9,Mid
TRK31B9701C5B,ART0104,Sunday Blue,Glass Signals,classical,2025-06-23,2025,192347.0,False,0.0,Flop
TRK2EE7584512,ART0083,Skyline Sky,Paper Skies,classical,2025-11-03,2025,218193.0,False,16.0,Flop
TRK2445AFAE76,ART0025,Aftertaste Gold,Broken Rivers,rnb,2023-04-21,2023,146623.0,False,39.7,Niche
TRK4C9FE3D71C,ART0074,Neon Sky,Silent Horizon,classical,2026-07-30,2026,196140.0,False,5.1,Flop
TRK90661FB146,ART0035,Lonely Sky,Velvet Lights,edm,2023-12-05,2023,164547.0,False,40.2,Mid
TRKC819B6865A,ART0109,Echoes Glow,Wild Horizon,metal,2026-06-25,2026,159628.0,False,6.8,Flop
TRKA3FC146349,ART0044,Static Ghost,Electric Tapes,jazz,2025-10-20,2025,196335.0,False,16.2,Flop
TRK34DB11F96B,ART0049,Neon Fire,Echo Lights,pop,2022-06-12,2022,219886.0,False,32.6,Niche
TRK2E020101AE,ART0023,Wildfire Ghost,Electric Horizon,latin,2021-11-12,2021,220824.0,False,19.8,Flop
TRK8E30FDEDAA,ART0100,Lonely Motion,Neon Lights,classical,2026-10-28,2026,182623.0,False,6.8,Flop
TRK8688050C37,ART0054,Runaway Gold,Glass Hearts,afrobeats,2025-08-28,2025,234786.0,False,49.0,Mid
TRK38895994FF,ART0100,Wildfire Signal,Neon Lights,classical,2024-05-23,2024,193407.0,False,1.0,Flop
TRK98CF1FB98E,ART0002,Fever Ghost,Hollow Horizon,rnb,2020-07-13,2020,244491.0,False,10.6,Flop
TRK9D88A1C81D,ART0002,Static Fire,Midnight Ashes,rnb,2020-08-31,2020,233758.0,False,22.3,Niche
TRK64E094E141,ART0053,Runaway Motion,Electric Lights,indie,2026-01-25,2026,178451.0,False,19.1,Flop
TRK597556E178,ART0033,Skyline Dust,Ember Hearts,latin,2023-03-28,2023,185278.0,False,45.2,Mid
TRK7A901AB57D,ART0130,Neon Ghost,Ember Nights,kpop,2024-12-26,2024,184428.0,False,44.4,Mid
TRK3729831F8D,ART0028,Aftertaste Static,Ember Waves,country,2020-02-15,2020,235202.0,False,11.9,Flop
TRKDEA881BB51,ART0070,Velvet Dust,Hollow Shadows,lofi,2020-10-26,2020,214682.0,False,6.2,Flop
TRK2F80BBD790,ART0106,Sunday Gold,Velvet Signals,metal,2025-12-23,2025,171007.0,False,19.3,Flop
TRKF85DDDA0D6,ART0069,Gravity Gold,Wild Roses,lofi,2025-08-12,2025,240033.0,False,22.2,Niche
TRK1D8621FD39,ART0003,Wildfire Signal,Paper Static,kpop,2023-10-01,2023,127721.0,False,35.6,Niche
TRKFDC9A96E81,ART0112,Runaway Gold,Wild Signals,jazz,2026-09-13,2026,144700.0,False,41.7,Mid
TRK5AF3F7E0DB,ART0114,Wildfire Rain,Silent Horizon,rnb,2025-10-04,2025,207718.0,False,35.0,Niche
TRK068D607C7F,ART0070,Gravity Signal,Faded Shadows,lofi,2025-12-13,2025,278402.0,False,27.5,Niche
TRK396F4D4937,ART0121,Skyline Sky,Golden Shadows,pop,2021-04-26,2021,217588.0,True,18.5,Flop
TRK8E0E2AC5F9,ART0062,Lonely Bones,Velvet Ashes,lofi,2022-04-16,2022,255407.0,False,45.5,Mid
TRK57B5454FAE,ART0034,Fever Lights,Golden Rivers,lofi,2022-12-24,2022,158613.0,False,20.9,Niche
TRK72C8E413E6,ART0059,Lonely Blue,Hollow Rivers,hyperpop,2026-05-30,2026,253409.0,False,27.4,Niche
TRK3AED991170,ART0087,Lonely Signal,Wild Hearts,rock,2023-02-20,2023,131968.0,False,35.2,Niche
TRK79493BE2F2,ART0066,Fever Sky,Broken Shadows,afrobeats,2026-02-21,2026,205626.0,False,54.6,Mid
TRK93B8349504,ART0002,Velvet Bones,Hollow Horizon,rnb,2021-02-03,2021,189146.0,False,16.8,Flop
TRKA2321E18F3,ART0080,Velvet Dust,Golden Dreams,afrobeats,2022-07-31,2022,208259.0,False,41.9,Mid
TRK930D5253CE,ART0086,Gravity Motion,Faded Ashes,afrobeats,2025-07-08,2025,187771.0,False,59.2,Mid
TRK9902B4E9A6,ART0003,Overdrive Sky,Paper Static,kpop,2022-02-14,2022,259519.0,False,24.1,Niche
TRKCB7E99BB25,ART0071,Lonely Tape,Neon Nights,rnb,2022-04-11,2022,204244.0,False,27.5,Niche
TRKD534331AB2,ART0016,Aftertaste Static,Crimson Signals,afrobeats,2025-09-04,2025,263299.0,False,64.6,Hit
TRKF4D0A31254,ART0020,Neon Rain,Glass Shadows,rock,2026-07-20,2026,147185.0,True,35.3,Niche
TRK45BC44C54B,ART0025,Neon Sky,Broken Rivers,rnb,2024-04-01,2024,169775.0,False,36.0,Niche
TRKD02D2F15EC,ART0020,Aftertaste Sky,Glass Shadows,rock,2026-12-10,2026,203142.0,False,24.2,Niche
TRK37EDAFD5E1,ART0025,Wildfire Rain,Broken Rivers,rnb,2022-11-19,2022,230207.0,False,25.7,Niche
TRKFC2ADFFBE4,ART0117,Neon Heart,Midnight Tapes,jazz,2024-12-15,2024,203417.0,False,3.4,Flop
TRKEEA5E184C4,ART0077,Overdrive Rain,Velvet Lights,metal,2021-07-29,2021,160907.0,False,8.1,Flop
TRKE91635D040,ART0026,Gravity Glow,Electric Tapes,indie,2021-11-13,2021,201843.0,False,18.7,Flop
TRK718F0CEFAB,ART0069,Slowburn Blue,Wild Roses,lofi,2021-05-26,2021,197343.0,False,18.7,Flop
TRK02339706A2,ART0002,Static Glow,Hollow Horizon,rnb,2024-04-24,2024,225649.0,False,28.2,Niche
TRKD3C4C50C57,ART0048,Skyline Tape,Faded Lights,latin,2025-09-05,2025,141932.0,False,61.8,Hit
TRKDBCD037CB0,ART0019,Wildfire Signal,Glass Shadows,hip_hop,2020-06-14,2020,251391.0,False,39.5,Niche
TRK741BA41F30,ART0003,Lonely Motion,Paper Static,kpop,2023-11-24,2023,187080.0,False,44.1,Mid
TRKF2222D9E99,ART0102,Overdrive Fire,Electric Rivers,kpop,2026-12-12,2026,239232.0,False,56.2,Mid
TRK4D6065E2CB,ART0037,Overdrive Lights,Silent Bones,rnb,2026-04-18,2026,175789.0,False,23.3,Niche
TRK89A14F4796,ART0085,Neon Static,Crimson Streets,rock,2024-06-12,2024,118350.0,False,15.0,Flop
TRKE79F82349B,ART0059,Static Rain,Hollow Rivers,hyperpop,2021-05-22,2021,224071.0,True,61.9,Hit
TRK42ACBD29A2,ART0054,Lonely Blue,Glass Hearts,afrobeats,2026-01-08,2026,188670.0,False,55.0,Mid
TRK589A457070,ART0113,Paper Heart,Wild Signals,hyperpop,2025-02-06,2025,213307.0,False,51.6,Mid
TRK7AC2344F8D,ART0027,Runaway Gold,Crimson Shadows,hip_hop,2021-08-15,2021,187110.0,False,17.1,Flop
TRK5450272202,ART0066,Paper Signal,Broken Shadows,afrobeats,2025-12-19,2025,269544.0,False,56.8,Mid
TRKEC2CE680B7,ART0099,Echoes Dust,Wild Signals,jazz,2020-04-26,2020,237521.0,False,13.7,Flop
TRK6A46A195E5,ART0129,Slowburn Static,Silent Static,metal,2023-09-06,2023,183781.0,False,5.9,Flop
TRK9F0FDF2AD0,ART0034,Overdrive Bones,Golden Rivers,lofi,2022-09-08,2022,191615.0,False,14.4,Flop
TRK02C956E47F,ART0098,Fever Static,Golden Hearts,country,2022-03-20,2022,194309.0,False,15.1,Flop
TRK95E119D67D,ART0029,Lonely Blue,Midnight Lights,rock,2024-01-01,2024,242087.0,False,24.5,Niche
TRKD7B7CB39D7,ART0086,Static Tape,Faded Ashes,afrobeats,2022-03-25,2022,184201.0,False,50.5,Mid
TRK5CD3816852,ART0121,Wildfire Static,Golden Shadows,pop,2021-05-12,2021,244495.0,False,14.4,Flop
TRKE6A1C07539,ART0129,Wildfire Fire,Midnight Roses,metal,2022-02-22,2022,193375.0,False,22.6,Niche
TRK254CB913E4,ART0039,Paper Glow,Hollow Tapes,pop,2025-01-29,2025,189190.0,False,41.6,Mid
TRKF9E8EF2E33,ART0070,Wildfire Rain,Faded Shadows,lofi,2020-09-09,2020,216371.0,False,3.8,Flop
TRKD74A00874B,ART0050,Neon Bones,Silent Dreams,rock,2022-12-30,2022,170489.0,False,23.1,Niche
TRKCD54254A6B,ART0119,Runaway Heart,Neon Hearts,lofi,2022-06-27,2022,186646.0,False,24.4,Niche
TRKFB3B9FA0D0,ART0109,Static Heart,Wild Horizon,metal,2025-12-21,2025,186466.0,False,7.1,Flop
TRKD83245F52C,ART0117,Skyline Dust,Midnight Tapes,jazz,2020-09-16,2020,239437.0,False,0.0,Flop
TRKA73D3869E9,ART0053,Skyline Fire,Electric Lights,indie,2021-12-20,2021,220836.0,False,11.0,Flop
TRK256FB80364,ART0121,Lonely Glow,Broken Signals,pop,2022-04-18,2022,201374.0,False,22.1,Niche
TRKF76B76238A,ART0042,Static Glow,Static Tapes,kpop,2020-06-01,2020,270446.0,False,32.7,Niche
TRKB87959C4AE,ART0034,Wildfire Gold,Electric Static,lofi,2021-08-07,2021,215478.0,False,8.6,Flop
TRK5F9FD5CCA5,ART0038,Paper Dust,Electric Bones,classical,2026-03-11,2026,232410.0,False,4.3,Flop
TRK4657F927C6,ART0117,Fever Static,Midnight Lights,jazz,2023-01-16,2023,178233.0,False,0.0,Flop
TRKA1A28A266C,ART0061,Overdrive Sky,Crimson Bones,edm,2024-02-15,2024,213338.0,False,44.8,Mid
TRK4DC31DD578,ART0040,Echoes Heart,Echo Signals,hip_hop,2026-09-24,2026,255933.0,True,29.7,Niche
TRKE603342B57,ART0074,Wildfire Bones,Silent Horizon,classical,2022-01-09,2022,202891.0,True,5.7,Flop
TRK6855EC66C5,ART0058,Aftertaste Tape,Electric Nights,edm,2025-04-24,2025,288862.0,False,31.9,Niche
TRK1CD409ACE3,ART0107,Echoes Blue,Ember Signals,hip_hop,2024-04-14,2024,248548.0,False,28.8,Niche
TRK3D25907ABF,ART0013,Sunday Tape,Paper Rivers,hip_hop,2024-11-13,2024,225281.0,False,48.8,Mid
TRK92C94B2CC7,ART0120,Overdrive Lights,Glass Nights,rnb,2020-05-31,2020,153510.0,False,34.9,Niche
TRKA82D962250,ART0028,Fever Lights,Midnight Static,country,2020-06-05,2020,200662.0,False,28.1,Niche
TRK672BD0929A,ART0025,Wildfire Blue,Broken Rivers,rnb,2024-06-07,2024,167306.0,False,45.0,Mid
TRK96B03D25CA,ART0130,Velvet Lights,Ember Nights,kpop,2023-05-01,2023,219578.0,False,48.7,Mid
TRK0F8DC35DFA,ART0093,Lonely Bones,Static Bones,lofi,2021-02-27,2021,233595.0,False,24.6,Niche
TRKE2EC78645D,ART0014,Paper Tape,Static Dreams,rnb,2021-11-20,2021,205076.0,False,36.6,Niche
TRK25148A39B4,ART0091,Velvet Lights,Hollow Signals,edm,2021-07-03,2021,223506.0,False,20.3,Niche
TRK106FC2659D,ART0019,Gravity Gold,Glass Shadows,hip_hop,2022-04-17,2022,175090.0,True,22.7,Niche
TRKB3D1A0F327,ART0008,Fever Rain,Static Streets,latin,2024-05-24,2024,209072.0,False,62.6,Hit
